term,definition,url
Accounting Cycle,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accounting-cycle.asp
Accounting Equation,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/accounting-equation.asp
Accounting Information System (AIS),Ryan Oakley / Investopedia,https://www.investopedia.com/terms/a/accounting-information-system-ais.asp
Accounting Method,An accounting method refers to the rules that a company follows in reporting revenues and expenses. The two primary methods ofaccountingare accrual accounting (generally used by companies) and cash accounting (generally used by individuals).,https://www.investopedia.com/terms/a/accountingmethod.asp
Accounting Policies,Investopedia / Julie Bang,https://www.investopedia.com/terms/a/accounting-policies.asp
Accounting Principles,"Accounting principles are guidelines companies must follow when recording and reporting accounting transactions. They bring uniformity tofinancial statements, making it harder for firms to hide information and inflate their numbers. These principles also make it easier to understand a business’s health and compare one or several companies' financials over different periods.",https://www.investopedia.com/terms/a/accounting-principles.asp
Accounting Profit,"Accounting profit is a company's totalearnings, calculated according togenerally accepted accounting principles(GAAP). It includes theexplicit costsof doing business, such as operating expenses, depreciation, interest,and taxes.",https://www.investopedia.com/terms/a/accountingprofit.asp
Accounting Rate of Return (ARR),The accounting rate of return is a capital budgeting metric to calculate an investment's profitability. Businesses use ARR to compare multiple projects to determine each endeavor's expected rate of return or to help decide on an investment or anacquisition.,https://www.investopedia.com/terms/a/arr.asp
Accounting Ratio,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accounting-ratio.asp
Accounting Standard,Investopedia / Ryan Oakley,https://www.investopedia.com/terms/a/accounting-standard.asp
Accounting Theory,"Charlene Rhinehart is a CPA , CFE, chair of an Illinois CPA Society committee, and has a degree in accounting and finance from DePaul University.",https://www.investopedia.com/terms/a/accounting-theory.asp
Accounts Payable (AP),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accountspayable.asp
Accounts Payable Turnover Ratio,"Ariel Courage is an experienced editor, researcher, and former fact-checker. She has performed editing and fact-checking work for several leading finance publications, including The Motley Fool and Passport to Wall Street.",https://www.investopedia.com/terms/a/accountspayableturnoverratio.asp
Accounts Receivable (AR),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accountsreceivable.asp
Accounts Receivable Aging,Accounts receivable aging is a periodic report that categorizes a company'saccounts receivableaccording to the length of time an invoice has been outstanding. It is used as a gauge to determine the financial health and reliability of a company's customers.,https://www.investopedia.com/terms/a/accounts-receivable-aging.asp
Accounts Receivable Financing,Investopedia / Candra Huff,https://www.investopedia.com/terms/a/accountsreceivablefinancing.asp
Accredited Asset Management Specialist (AAMS),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/accredited-asset-management-specialist-aams.asp
Accredited In Business Valuation (ABV),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/accredited-in-business-valuation-abv.asp
Accredited Investor,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accreditedinvestor.asp
Accretion,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accretion.asp
Accretion of Discount,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accretion-of-discount.asp
Accretive,"Andy Smith is a Certified Financial Planner (CFP®), licensed realtor and educator with over 35 years of diverse financial management experience. He is an expert on personal finance, corporate finance and real estate and has assisted thousands of clients in meeting their financial goals over his career.",https://www.investopedia.com/terms/a/accretive.asp
Accrual Accounting,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/accrualaccounting.asp
Accruals,Investopedia / Sydney Saporito,https://www.investopedia.com/terms/a/accruals.asp
"Accrue: Definition, How It Works, and 2 Main Types of Accruals",Investopedia / Mira Norian,https://www.investopedia.com/terms/a/accrue.asp
Accrued Expense,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/accruedexpense.asp
Accrued Income,Investopedia / Crea Taylor,https://www.investopedia.com/terms/a/accruedincome.asp
Accrued Interest,"In accounting, accrued interest refers to the amount ofinterestthat has been incurred, as of a specific date, on a loan or other financial obligation but has not yet been paid out. Accrued interest can either be in the form of accrued interest revenue, for the lender, or accrued interest expense, for the borrower.",https://www.investopedia.com/terms/a/accruedinterest.asp
Accrued Liability,"The term “accrued liability” refers to anexpenseincurred but not yet paid for by a business. These are costs for goods and services already delivered to a company for which it must pay in the future. A company can accrue a liability for any number of obligations, and each is recorded on the company’sbalance sheet. They are normally listed as “current liabilities” and adjusted at the end of an accounting period.",https://www.investopedia.com/terms/a/accrued-liability.asp
Accrued Revenue,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/accrued-revenue.asp
Accumulated Depreciation,"Ariel Courage is an experienced editor, researcher, and former fact-checker. She has performed editing and fact-checking work for several leading finance publications, including The Motley Fool and Passport to Wall Street.",https://www.investopedia.com/terms/a/accumulated-depreciation.asp
Accumulated Other Comprehensive Income,Investopedia / Jake Shi,https://www.investopedia.com/terms/a/accumulatedother.asp
Accumulation Phase,"Accumulation phase has two meanings for investors and those saving forretirement. It refers to the period when an individual is working and planning and ultimately building up the value of their investment through savings. The accumulation phase is then followed by the distribution phase, in which retirees begin accessing and using their funds.",https://www.investopedia.com/terms/a/accumulationphase.asp
Accumulation/Distribution Indicator (A/D),Investopedia / Michela Buttignol,https://www.investopedia.com/terms/a/accumulationdistribution.asp
Acid-Test Ratio,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/acidtest.asp
Acquisition,"Ariel Courage is an experienced editor, researcher, and former fact-checker. She has performed editing and fact-checking work for several leading finance publications, including The Motley Fool and Passport to Wall Street.",https://www.investopedia.com/terms/a/acquisition.asp
Acquisition Accounting,Investopedia / Paige McLaughlin,https://www.investopedia.com/terms/a/acquisition-accounting.asp
Acquisition Cost,"An acquisition cost, also referred to as the cost of acquisition, is the total cost that a company recognizes on its books for property or equipment after adjusting for discounts, incentives,closing costsand other necessary expenditures, but beforesales taxes. An acquisition cost may also entail the amount needed to take over another firm or purchase an existing business unit from another company. Additionally, an acquisition cost can describe the costs incurred by a business in relation to the efforts involved in acquiring a new customer.",https://www.investopedia.com/terms/a/acquisition-cost.asp
Acquisition Premium,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/acquisitionpremium.asp
Active Management,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/activemanagement.asp
Activist Investor,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/activist-investor.asp
Activity-Based Budgeting (ABB),Investopedia / NoNo Flores,https://www.investopedia.com/terms/a/abb.asp
Activity-Based Costing (ABC),"Activity-based costing (ABC) is a costing method that assignsoverheadand indirect costs to related products and services. Thiscost accounting methodrecognizes the relationship between costs, overhead activities, and manufactured products, assigning indirect costs to products less arbitrarily than traditional costing methods. However, some indirect costs—such as management and office staff salaries—are difficult to assign to a product.",https://www.investopedia.com/terms/a/abc.asp
Activity-Based Management (ABM),Investopedia / NoNo Flores,https://www.investopedia.com/terms/a/abm.asp
Activity Cost Driver,Jessica Olah / Investopedia,https://www.investopedia.com/terms/a/activity-cost-driver.asp
Activity Ratios,"An activity ratio is a type of financial metric that indicates how efficiently a company is leveraging the assets on its balance sheet, to generate revenues and cash. Commonly referred to asefficiency ratios, activity ratios help analysts gauge how a company handlesinventory management, which is key to its operational fluidity and overall fiscal health.",https://www.investopedia.com/terms/a/activityratio.asp
Actual Deferral & Actual Contribution Percentage Test (ADP/ACP),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/actual-deferral-percentage-actual-contribution-percentage.asp
Actuarial Gain Or Loss,"Katrina Ávila Munichiello is an experienced editor, writer, fact-checker, and proofreader with more than fourteen years of experience working with print and online publications.",https://www.investopedia.com/terms/a/actuarial-gain-loss.asp
Actuarial Life Table,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/actuarial-life-table.asp
Actuarial Science,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/actuarial-science.asp
Ad Valorem Tax,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/advaloremtax.asp
Add-On Interest,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/add-on_interest.asp
Additional Child Tax Credit,"The Additional Child Tax Credit (ACTC) is the refundable portion of the Child Tax Credit, but only if you claim it.",https://www.investopedia.com/terms/a/additional-child-tax-credit.asp
Additional Paid-In Capital,Additional paid-in capital (APIC) is an accounting term referring to money an investor pays above and beyond thepar valueprice of a stock.,https://www.investopedia.com/terms/a/additionalpaidincapital.asp
Addition Rule for Probabilities,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/additionruleforprobabilities.asp
Adhesion Contract,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/adhesion-contract.asp
Adjudication,"Clay Halton was a Business Editor at Investopedia and has been working in the finance publishing field for more than five years. He also writes and edits personal finance content, with a focus on LGBTQ+ finance.",https://www.investopedia.com/terms/a/adjudication.asp
Adjustable Life Insurance,"Adjustable life insurance is a policy that allows you to change features after signing up, including the premium payment and the death benefit. Also known as universal life, adjustable life policies include an interest-bearing savings component, the “cash value” account, which you can tap into while alive.",https://www.investopedia.com/terms/a/adjustable-life-insurance.asp
Adjustable-Rate Mortgage (ARM),"The term adjustable-rate mortgage (ARM) refers to a home loan with avariable interest rate. With an ARM, the initial interest rate is fixed for a period of time. After that, the interest rate applied on the outstanding balance resets periodically, at yearly or even monthly intervals.",https://www.investopedia.com/terms/a/arm.asp
Adjusted Closing Price,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/adjusted_closing_price.asp
Adjusted EBITDA,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/adjusted-ebitda.asp
Adjusted Funds From Operations (AFFO),"David is comprehensively experienced in many facets of financial and legal research and publishing. As an Investopedia fact checker since 2020, he has validated over 1,100 articles on a wide range of financial and investment topics.",https://www.investopedia.com/terms/a/affo.asp
Adjusted Gross Income (AGI),Adjusted gross income (AGI) is the number that the Internal Revenue Service (IRS) uses to determine your income taxes owed for the year. The number is your total taxable income for the year minus certain adjustments that you may qualify for.,https://www.investopedia.com/terms/a/agi.asp
Adjusted Present Value (APV),Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/apv.asp
Adjusting Journal Entry,Jake Shi / Investopedia,https://www.investopedia.com/terms/a/adjusting-journal-entry.asp
Administrative Expenses,Investopedia / Mira Norian,https://www.investopedia.com/terms/a/administrative-expenses.asp
Administrative Services Only (ASO),Investopedia / Sydney Burns,https://www.investopedia.com/terms/a/administrative-services-only.asp
Advance/Decline Line (A/D),"The advance/decline line (or A/D line) is atechnical indicatorthat plots the difference between the number of advancing and declining stocks on a daily basis. The indicator is cumulative, with a positive number being added to the prior number, or if the number is negative it is subtracted from the prior number.",https://www.investopedia.com/terms/a/advancedeclineline.asp
Advance Payment,Investopedia / Dennis Madamba,https://www.investopedia.com/terms/a/advance-payment.asp
Advanced Internal Rating-Based (AIRB),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/airb.asp
Adverse Possession,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/adverse-possession.asp
Adverse Selection,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/adverseselection.asp
Advertising Budget,"An advertising budget is an estimate of a company's promotional expenditures over a certain time period. More importantly, it is the money a company is willing to set aside to accomplish its marketing objectives.",https://www.investopedia.com/terms/a/advertising-budget.asp
Affiliate,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/affiliate.asp
Affiliate Marketing,Investopedia / Zoe Hansen,https://www.investopedia.com/terms/a/affiliate-marketing.asp
Affiliated Companies,Getty Images / BalkansCat,https://www.investopedia.com/terms/a/affiliatedcompanies.asp
Affirmative Action,Investopedia / Michela Buttignol,https://www.investopedia.com/terms/a/affirmative-action.asp
Affordable Care Act,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/affordable-care-act.asp
After-Tax Real Rate of Return,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/after-tax-real-rate-of-return.asp
After-Hours Trading,"The term “after-hours trading” refers to trading activity that starts at 4 p.m. U.S. Eastern time (ET) after the major U.S. stock exchanges close. The after-hours trading session can run as late as 8 p.m., thoughvolumetypically thins out much earlier in the session. After-hours trading is conducted throughelectronic communication networks (ECNs).",https://www.investopedia.com/terms/a/afterhourstrading.asp
After-Tax Contribution,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/aftertaxcontribution.asp
After-Tax Income,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/aftertaxincome.asp
Agency Bond,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/agencybonds.asp
Agency by Necessity,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/agency-by-necessity.asp
Agency Costs,"An agency cost is a type of internal company expense, which comes from the actions of an agent acting on behalf of aprincipal. Agency costs typically arise in the wake of core inefficiencies, dissatisfactions, and disruptions, such asconflicts of interestbetween shareholders and management. The payment of the agency cost is to the acting agent.",https://www.investopedia.com/terms/a/agencycosts.asp
Agency Problem,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/agencyproblem.asp
Agency Theory,Investopedia / Katie Kerpel,https://www.investopedia.com/terms/a/agencytheory.asp
Agent,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/agent.asp
Aggregate Demand,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/aggregatedemand.asp
Aggregate Stop-Loss Insurance,Investopedia / Zoe Hansen,https://www.investopedia.com/terms/a/aggregate-stop-loss-insurance.asp
Aggregate Supply,"The term aggregate supply refers to the supply of products thatcompaniesproduce and plan to sell at a certain price in a given period. Put simply, it refers to the finished goods that consumers purchase during a specified time. Aggregate supply is represented by the aggregate supply curve. There is typically a positive relationship between aggregate supply and the price level.",https://www.investopedia.com/terms/a/aggregatesupply.asp
Aggregation,"Amilcar has 10 years of FinTech, blockchain, and crypto startup experience and advises financial institutions, governments, regulators, and startups.",https://www.investopedia.com/terms/a/aggregation.asp
Aggressive Investment Strategy,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/aggressiveinvestmentstrategy.asp
Agribusiness,"Agribusiness encompasses the economic sectors for farming and farming-related commerce. It involves all the steps for getting agricultural goods to the market, including production, processing, and distribution. The industry is a traditional part of any economy, especially for countries with arable land and excess agricultural products for export.",https://www.investopedia.com/terms/a/agribusiness.asp
Air Waybill (AWB),Investopedia / Paige McLaughlin,https://www.investopedia.com/terms/a/airway-bill.asp
Aktiengesellschaft (AG),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/ag-aktiengesellschaft.asp
Alan Greenspan,Investopedia / Bailey Mariner,https://www.investopedia.com/terms/a/alangreenspan.asp
Aleatory Contract,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/aleatory-contract.asp
Algorithmic Trading,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/algorithmictrading.asp
All Risks,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/all-risks.asp
Allocated Loss Adjustment Expenses (ALAE),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/allocated-loss-adjustment-expenses-alae.asp
Allocational Efficiency,"Andy Smith is a Certified Financial Planner (CFP®), licensed realtor and educator with over 35 years of diverse financial management experience. He is an expert on personal finance, corporate finance and real estate and has assisted thousands of clients in meeting their financial goals over his career.",https://www.investopedia.com/terms/a/allocationalefficiency.asp
"Allotment Definition, Reasons for Raising Shares, IPOs","Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/allotment.asp
Allowance for Bad Debt,"An allowance for bad debt is a valuation account used to estimate the amount of a firm's receivables that may ultimately be uncollectible. It is also known as anallowance for doubtful accounts. When a borrower defaults on a loan, the allowance forbad debtaccount and the loan receivable balance are both reduced for thebook valueof the loan.",https://www.investopedia.com/terms/a/allowance-for-bad-debt.asp
Allowance for Credit Losses,Allowance for credit losses is an estimate of thedebtthat a company is unlikely to recover. It is taken from the perspective of the selling company that extendscreditto its buyers.,https://www.investopedia.com/terms/a/allowance-for-credit-losses.asp
Allowance for Doubtful Accounts,The allowance for doubtful accounts represents management's estimate of how much of accounts receivable will likely go uncollected.,https://www.investopedia.com/terms/a/allowancefordoubtfulaccounts.asp
